args: Namespace(dataset='SUN', epochs=100, lr=0.0001, lr_backbone=1e-05, weight_decay=0.0001, rand_seed=42, lr_drop=50, batch_size=32, num_workers=2, desc='m_25_c_1e-3', class_feature_type='w2v', markers=25, compactness=0.001, bbox_area_threshold=0.001, eval_every_n_epoch=20, save_every_n_epoch=50, set_cost_bbox=5, set_cost_giou=2, class_loss_coef=3.0, relatedness_loss_coef=0, penalty_coef=1.0, box_loss_coef=2.0, giou_loss_coef=1.0, freeze_backnone=False, backbone='resnet50', return_interm_layers=False, dilation=False, num_queries=100, d_model=256, position_embedding='sine', hidden_dim=256, aux_loss=False, window_size=196, nhead=8, enc_layers=2, dec_layers=2, dim_feedforward=2048, dropout=0.1, activation='relu', pre_norm=False, channel_self_attention=False, use_pretrained_features=True, not_local=True)
number of params: 6435546
Start Train
Epoch: [0]  [  0/322]  eta: 0:06:54  unscaled_class_loss: 7.0740 (7.0740)  class_loss: 21.2220 (21.2220)  unscaled_relatedness_loss: 0.9575 (0.9575)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6022 (-4.6022)  penalty: -4.6022 (-4.6022)  unscaled_box_loss: 0.7215 (0.7215)  box_loss: 1.4429 (1.4429)  unscaled_giou_loss: 1.0857 (1.0857)  giou_loss: 1.0857 (1.0857)  total_loss: 19.1484 (19.1484)  time: 1.2867  data: 0.4231  max mem: 1107
Epoch: [0]  [  5/322]  eta: 0:02:00  unscaled_class_loss: 8.8215 (10.1949)  class_loss: 26.4644 (30.5846)  unscaled_relatedness_loss: 3.6100 (6.8430)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6032 (-4.6031)  penalty: -4.6032 (-4.6031)  unscaled_box_loss: 0.5647 (0.5928)  box_loss: 1.1293 (1.1856)  unscaled_giou_loss: 1.2060 (1.1930)  giou_loss: 1.2060 (1.1930)  total_loss: 24.1844 (28.3601)  time: 0.3815  data: 0.1323  max mem: 1188
Epoch: [0]  [ 10/322]  eta: 0:02:03  unscaled_class_loss: 7.2487 (8.7349)  class_loss: 21.7463 (26.2047)  unscaled_relatedness_loss: 1.3666 (4.1922)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6038 (-4.6035)  penalty: -4.6038 (-4.6035)  unscaled_box_loss: 0.5648 (0.5805)  box_loss: 1.1297 (1.1610)  unscaled_giou_loss: 1.2247 (1.2096)  giou_loss: 1.2247 (1.2096)  total_loss: 19.4794 (23.9718)  time: 0.3949  data: 0.1039  max mem: 1189
Epoch: [0]  [ 15/322]  eta: 0:02:02  unscaled_class_loss: 7.0740 (8.1598)  class_loss: 21.2220 (24.4793)  unscaled_relatedness_loss: 1.1582 (3.1204)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6039 (-4.6037)  penalty: -4.6039 (-4.6037)  unscaled_box_loss: 0.5630 (0.5728)  box_loss: 1.1259 (1.1455)  unscaled_giou_loss: 1.2291 (1.2196)  giou_loss: 1.2291 (1.2196)  total_loss: 19.1484 (22.2408)  time: 0.3985  data: 0.0908  max mem: 1189
Epoch: [0]  [ 20/322]  eta: 0:01:43  unscaled_class_loss: 6.8192 (7.8118)  class_loss: 20.4577 (23.4353)  unscaled_relatedness_loss: 0.5611 (2.4749)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6040 (-4.6038)  penalty: -4.6040 (-4.6038)  unscaled_box_loss: 0.5562 (0.5684)  box_loss: 1.1123 (1.1368)  unscaled_giou_loss: 1.2345 (1.2255)  giou_loss: 1.2345 (1.2255)  total_loss: 18.1898 (21.1939)  time: 0.2962  data: 0.0636  max mem: 1189
Epoch: [0]  [ 25/322]  eta: 0:01:44  unscaled_class_loss: 6.6392 (7.5686)  class_loss: 19.9177 (22.7059)  unscaled_relatedness_loss: 0.3957 (2.0340)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6041 (-4.6039)  penalty: -4.6041 (-4.6039)  unscaled_box_loss: 0.5562 (0.5659)  box_loss: 1.1123 (1.1318)  unscaled_giou_loss: 1.2395 (1.2292)  giou_loss: 1.2395 (1.2292)  total_loss: 17.6470 (20.4630)  time: 0.3437  data: 0.0596  max mem: 1189
Epoch: [0]  [ 30/322]  eta: 0:01:34  unscaled_class_loss: 6.6011 (7.3994)  class_loss: 19.8034 (22.1983)  unscaled_relatedness_loss: 0.2551 (1.7416)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6042 (-4.6040)  penalty: -4.6042 (-4.6040)  unscaled_box_loss: 0.5585 (0.5659)  box_loss: 1.1169 (1.1318)  unscaled_giou_loss: 1.2430 (1.2313)  giou_loss: 1.2430 (1.2313)  total_loss: 17.5643 (19.9574)  time: 0.2831  data: 0.0554  max mem: 1189
Epoch: [0]  [ 35/322]  eta: 0:01:41  unscaled_class_loss: 6.5504 (7.2794)  class_loss: 19.6513 (21.8381)  unscaled_relatedness_loss: 0.2201 (1.5243)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6042 (-4.6040)  penalty: -4.6042 (-4.6040)  unscaled_box_loss: 0.5596 (0.5653)  box_loss: 1.1193 (1.1306)  unscaled_giou_loss: 1.2412 (1.2307)  giou_loss: 1.2412 (1.2307)  total_loss: 17.3874 (19.5954)  time: 0.3160  data: 0.0638  max mem: 1189
Epoch: [0]  [ 40/322]  eta: 0:01:33  unscaled_class_loss: 6.5045 (7.1824)  class_loss: 19.5134 (21.5471)  unscaled_relatedness_loss: 0.1738 (1.3550)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6043 (-4.6040)  penalty: -4.6043 (-4.6040)  unscaled_box_loss: 0.5609 (0.5646)  box_loss: 1.1218 (1.1292)  unscaled_giou_loss: 1.2295 (1.2297)  giou_loss: 1.2295 (1.2297)  total_loss: 17.2494 (19.3020)  time: 0.3201  data: 0.0683  max mem: 1189
Epoch: [0]  [ 45/322]  eta: 0:01:27  unscaled_class_loss: 6.5022 (7.1115)  class_loss: 19.5066 (21.3346)  unscaled_relatedness_loss: 0.1522 (1.2201)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6043 (-4.6041)  penalty: -4.6043 (-4.6041)  unscaled_box_loss: 0.5642 (0.5639)  box_loss: 1.1284 (1.1278)  unscaled_giou_loss: 1.2287 (1.2299)  giou_loss: 1.2287 (1.2299)  total_loss: 17.2426 (19.0882)  time: 0.2684  data: 0.0690  max mem: 1189
Epoch: [0]  [ 50/322]  eta: 0:01:22  unscaled_class_loss: 6.5063 (7.0533)  class_loss: 19.5189 (21.1599)  unscaled_relatedness_loss: 0.1126 (1.1107)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6043 (-4.6041)  penalty: -4.6043 (-4.6041)  unscaled_box_loss: 0.5566 (0.5626)  box_loss: 1.1132 (1.1251)  unscaled_giou_loss: 1.2271 (1.2305)  giou_loss: 1.2271 (1.2305)  total_loss: 17.2426 (18.9114)  time: 0.2701  data: 0.0685  max mem: 1189
Epoch: [0]  [ 55/322]  eta: 0:01:17  unscaled_class_loss: 6.4944 (7.0050)  class_loss: 19.4832 (21.0149)  unscaled_relatedness_loss: 0.0936 (1.0184)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6044 (-4.6041)  penalty: -4.6044 (-4.6041)  unscaled_box_loss: 0.5573 (0.5621)  box_loss: 1.1146 (1.1242)  unscaled_giou_loss: 1.2291 (1.2303)  giou_loss: 1.2291 (1.2303)  total_loss: 17.2211 (18.7653)  time: 0.1813  data: 0.0578  max mem: 1189
Epoch: [0]  [ 60/322]  eta: 0:01:14  unscaled_class_loss: 6.5054 (6.9637)  class_loss: 19.5163 (20.8910)  unscaled_relatedness_loss: 0.0904 (0.9421)  relatedness_loss: 0.0000 (0.0000)  unscaled_penalty: -4.6044 (-4.6041)  penalty: -4.6044 (-4.6041)  unscaled_box_loss: 0.5572 (0.5617)  box_loss: 1.1143 (1.1234)  unscaled_giou_loss: 1.2291 (1.2292)  giou_loss: 1.2291 (1.2292)  total_loss: 17.2471 (18.6395)  time: 0.1825  data: 0.0554  max mem: 1189
